wkt_geom;CODE SRO;PRISES;ZONE NRO
Polygon ((838129.43901835626456887 6926441.98292363435029984, 835215.85609324439428747 6924874.8993570962920785, 832845.57100464880932122 6922632.62197073828428984, 832747.45096805575303733 6922978.47447813022881746, 832371.99838439538143575 6922906.36797852069139481, 831957.63522772782016546 6923698.5942916264757514, 831980.55969403963536024 6923861.87920704577118158, 831880.31159904040396214 6924439.15412285644561052, 831240.39323216339107603 6925087.01893396954983473, 831091.89005434338469058 6926098.51885053049772978, 830815.12422881973907351 6926860.83125976659357548, 831240.34768819576129317 6927692.61839285865426064, 831261.87723464891314507 6928338.88484919164329767, 831068.9109836487332359 6928656.22895842045545578, 831425.09255461487919092 6930617.34703065268695354, 834258.99639133259188384 6930628.87872555200010538, 834296.7857765716034919 6930895.94123036414384842, 834627.27719132078345865 6930892.27618515584617853, 834841.05378981691319495 6930670.5131628755480051, 834899.86820164567325264 6930769.17254477087408304, 834939.48859883460681885 6931076.79546885285526514, 835156.10953084786888212 6931242.9065842917189002, 835267.97572593577206135 6931180.29640674963593483, 835863.25032321887556463 6931649.58356985822319984, 836220.77109650557395071 6931754.46134043112397194, 836183.81311915558762848 6931940.57106110267341137, 836460.23351038782857358 6932199.57116515841335058, 836632.23343785537872463 6932144.46271266136318445, 836693.11219201167114079 6932424.30860577896237373, 836874.21546853426843882 6932307.13336784765124321, 836854.40618654829449952 6932543.54545620642602444, 837009.56727542646694928 6932466.89467699825763702, 837275.5804932473693043 6932698.13081424217671156, 837328.75243749585933983 6932415.30396410170942545, 838152.15737758448813111 6932766.97200681082904339, 840381.73219941137358546 6929969.85827949829399586, 839532.65805927035398781 6928692.56039275880903006, 839057.00243017426691949 6927573.8881829334422946, 838129.43901835626456887 6926441.98292363435029984));NRO_08_003_047;419;NRO_08_003
Polygon ((842442.16146618768107146 6923870.77474743314087391, 843899.7133384367916733 6922653.44918251223862171, 840730.77640190999954939 6919738.98961923830211163, 840446.77277208934538066 6920014.3835936551913619, 839914.42572954506613314 6920090.70631731394678354, 839747.99626253126189113 6920188.09427858889102936, 839159.26365288393571973 6919896.53777197562158108, 838545.44426992966327816 6920789.88339856639504433, 838881.65348119428381324 6920990.38690775632858276, 838532.69118980341590941 6921135.18072065617889166, 838374.50505327177233994 6921640.92391290422528982, 838186.91430760663934052 6921680.24709360674023628, 838065.72323324519675225 6921517.32906727399677038, 837491.49386620370205492 6921893.53782406728714705, 837129.88295786362141371 6922207.67411260493099689, 837066.71163917845115066 6922507.05148960091173649, 836776.59443987754639238 6922042.66765132546424866, 836557.1527368783717975 6922106.35636820737272501, 836391.53561150399036705 6922426.17638767883181572, 835824.13601460820063949 6922545.50035722553730011, 835749.70629587490111589 6923263.95232320949435234, 835312.50389237236231565 6923572.4200879093259573, 834796.49527796672191471 6923309.24852392822504044, 833983.16013707930687815 6923290.66960580367594957, 834387.50821086904034019 6921611.17451824713498354, 833670.79364775726571679 6921446.97260669339448214, 833578.95555225224234164 6921697.87534033600240946, 833058.2528469244716689 6921662.3345891647040844, 832833.15446789108682424 6922627.83615241292864084, 834074.27076945768203586 6923789.92313147429376841, 835238.92528050008695573 6924877.37872691638767719, 838131.29504620539955795 6926430.47486754972487688, 839071.77753270114772022 6927583.72541807405650616, 839539.9152351024094969 6928725.38948066718876362, 842182.67263287410605699 6927848.49798290152102709, 844597.64078774349763989 6928012.932745561003685, 844889.94840064784511924 6926653.27129604388028383, 842442.16146618768107146 6923870.77474743314087391));NRO_08_003_056;704;NRO_08_003
Polygon ((813828.92040250904392451 6920807.41957013122737408, 814992.28428421204444021 6922449.7953740730881691, 816994.15246437734458596 6922981.02806029841303825, 817169.18736300617456436 6923189.78889433015137911, 817187.14575070806313306 6923255.02874041441828012, 817489.17520544165745378 6923480.32436526753008366, 817912.42547921801451594 6923789.4971796702593565, 817879.20597718004137278 6923920.90436758939176798, 818039.87360967101994902 6923938.81966175232082605, 818232.26076663273852319 6924350.67307919263839722, 818852.74884507909882814 6924488.14181515108793974, 819011.25569141795858741 6924230.8128021564334631, 819388.83950480364728719 6924268.04610644746571779, 819394.9976941985078156 6924736.10412267968058586, 821152.04872521862853318 6924661.20617672149091959, 822982.67211509158369154 6923648.67988301161676645, 822475.42100206180475652 6923380.56200740300118923, 822554.68559816479682922 6923219.06191317550837994, 822588.157576335943304 6923130.86630051676183939, 822631.02221221837680787 6923060.35176434088498354, 822667.01217046589590609 6922931.51210459694266319, 822683.89988074824213982 6922625.51176885794848204, 823250.60645752970594913 6921718.97446493431925774, 822565.3097027245676145 6920011.39313001651316881, 822738.51322265982162207 6919079.89772198628634214, 822298.15168668446131051 6918110.35239112935960293, 821603.33143408037722111 6917491.55126573983579874, 821193.85127956687938422 6917959.26243124902248383, 820433.75440639478620142 6917559.92568973265588284, 820287.674745969241485 6917976.15351942367851734, 819162.01033839967567474 6918104.16440668236464262, 817943.51075409178156406 6917028.36279161460697651, 817745.18407219741493464 6917057.69991591107100248, 817562.12152782990597188 6917429.63345064781606197, 816858.13744494633283466 6917822.51336118299514055, 816625.95763518032617867 6918202.87215113639831543, 816222.70163793698884547 6918265.06043955124914646, 815965.47671868710312992 6918470.83025252912193537, 815650.23234990588389337 6918429.27996666170656681, 815359.18218817631714046 6918513.95619006175547838, 815283.6591728386702016 6918689.14536076132208109, 815114.83542913547717035 6918903.10963921621441841, 814988.12412382988259196 6918861.29052931256592274, 814793.11856837663799524 6919058.28057267516851425, 814892.40055736131034791 6919352.04867605213075876, 814628.64901408576406538 6919427.10017753392457962, 814654.53339956956915557 6919555.1916550425812602, 813828.92040250904392451 6920807.41957013122737408));NRO_08_004_185;462;NRO_08_004
Polygon ((826317.51283009152393788 6922817.66651780903339386, 827320.07900988066103309 6921664.04434196930378675, 827421.80990707175806165 6921478.73968327417969704, 827008.68822341994382441 6921230.8703060494735837, 827041.65266436408273876 6921012.20202137250453234, 828732.10660250426735729 6920688.1296883299946785, 828472.24645314645022154 6920159.98922234680503607, 827825.98483353259507567 6918944.66796327568590641, 827257.86470525315962732 6917805.42010470386594534, 827026.43356554093770683 6917982.60179656371474266, 826939.18840825743973255 6917737.96685539186000824, 826535.24880165932700038 6917697.24944023322314024, 826184.60562969127204269 6917874.69035622570663691, 826126.76896012853831053 6917478.69417046569287777, 826331.97632885072380304 6917060.30702642630785704, 826369.82325697469059378 6916879.25577056407928467, 825934.86422963929362595 6917051.25433819368481636, 825421.87083736644126475 6917161.51655949279665947, 825389.60756153834518045 6917885.83835011720657349, 824353.71227823663502932 6917913.57031867373734713, 823969.99286718526855111 6917702.38864002283662558, 823405.15531274140812457 6919171.05069730430841446, 822745.36383164930157363 6919118.14396249689161777, 822569.32067790802102536 6920003.59489681757986546, 823276.5611536008073017 6921751.45004140492528677, 824020.26160832971800119 6922269.0042542414739728, 823792.73726127727422863 6922893.60540891718119383, 824356.12828783947043121 6923316.3453908646479249, 825097.84752302325796336 6923065.57794793229550123, 826317.51283009152393788 6922817.66651780903339386));NRO_08_004_188;495;NRO_08_004
Polygon ((823708.77556512563023716 6924551.84501546435058117, 823369.96210785966832191 6924548.22264319472014904, 822816.73610520758666098 6924420.75215779431164265, 822502.24903765297494829 6923916.49445418268442154, 821153.89970370288938284 6924672.00731761008501053, 821105.80233420641161501 6925018.393747353926301, 821011.42072028666734695 6925164.86118656489998102, 820775.77974602999165654 6925121.88816812355071306, 820666.37252405553590506 6925385.83359121903777122, 820321.39582748524844646 6925367.82427688222378492, 820517.41794148506596684 6925730.25474038906395435, 820460.23909472918603569 6926140.69628369715064764, 820548.23527062381617725 6926214.5184067115187645, 820230.45459911518264562 6926165.95931979920715094, 820136.82303094456437975 6926479.24778376985341311, 820227.83413723518606275 6926531.32167268451303244, 820182.86395805678330362 6926782.61630991287529469, 820067.5338341313181445 6926849.87835175450891256, 820469.13082555728033185 6927801.57171015255153179, 820424.03760530310682952 6928096.98546943906694651, 820539.04692712053656578 6928168.96607146225869656, 822189.72402464156039059 6928397.59112859796732664, 823266.76219777716323733 6926565.11165562644600868, 823741.93186807539314032 6925067.89597727172076702, 823708.77556512563023716 6924551.84501546435058117));NRO_08_004_227;388;NRO_08_004
Polygon ((828823.85245140909682959 6930423.29364221449941397, 828823.83379129401873797 6929729.96848245523869991, 829038.56816384161356837 6929546.80082234460860491, 829296.63180071185342968 6929722.69611145090311766, 829573.42143798305187374 6929737.461687121540308, 830130.56033857457805425 6929506.2482465710490942, 830451.70432034600526094 6928991.8640706492587924, 830890.28136853699106723 6928882.05929376278072596, 830986.98326836037449539 6928672.92892699781805277, 831028.31810470181517303 6928672.89608915150165558, 831058.93818091694265604 6928637.46143500972539186, 831256.86935783398803324 6928332.28254642710089684, 831234.14211333252023906 6927674.219123893417418, 830818.2074634077725932 6926852.33892519772052765, 830990.18766549858264625 6926373.38574378564953804, 828005.42971658532042056 6924837.62128605227917433, 826105.65882126125507057 6925278.43445053789764643, 824876.27339636301621795 6925863.95024228747934103, 825422.5178281863918528 6927143.39166285656392574, 826372.35978579369839281 6928098.90796754695475101, 825732.1258544868323952 6928927.33806345984339714, 825122.51017096359282732 6929730.96187232527881861, 826012.75068174267653376 6930033.74949082639068365, 827062.78471251297742128 6930697.87247251812368631, 827447.51441290171351284 6930729.68490705173462629, 827729.3686187737621367 6930883.46622760780155659, 828847.96529910538811237 6931497.76361539494246244, 828823.85245140909682959 6930423.29364221449941397));NRO_08_004_080;400;NRO_08_004
Polygon ((831093.79661417740862817 6926100.00756502989679575, 831238.54259646474383771 6925088.03332337643951178, 831882.48164781252853572 6924438.00189450569450855, 831980.08103275159373879 6923864.63556021824479103, 831947.82843181560747325 6923684.69818757474422455, 832381.12998329871334136 6922908.52181865368038416, 832746.00374797102995217 6922961.14229711517691612, 833050.5692304924596101 6921673.37100954167544842, 832663.86255388241261244 6921037.67027399688959122, 832312.48879434703849256 6920929.39675925020128489, 832315.53200973919592798 6920720.07636196445673704, 832130.00195383082609624 6920698.26365023013204336, 831615.09406679216772318 6921214.60487989988178015, 831488.88300128700211644 6921100.8507964164018631, 831159.77825036691501737 6921407.24337533954530954, 830278.64449568442068994 6921485.40946331433951855, 830239.37607609620317817 6920818.26141722314059734, 830489.30887509137392044 6920194.49693759437650442, 830159.75490187131799757 6920155.33426856622099876, 829810.74318603670690209 6920355.8159003546461463, 829595.80536834197118878 6920831.93259367812424898, 829405.03351173107512295 6920924.21220832318067551, 829289.99067346984520555 6920807.40084071364253759, 829152.92412528768181801 6921151.37613916117697954, 828648.1941810135031119 6921100.03248912747949362, 828297.69405089493375272 6921287.08757036924362183, 828069.23614521604031324 6921503.15371750108897686, 828052.62226690200623125 6921550.74950008653104305, 828058.48637735552620143 6921728.32398154120892286, 827784.57133850862737745 6921772.314044582657516, 827294.08385749708395451 6921700.39558971580117941, 826320.28843813762068748 6922814.04714734293520451, 825013.34709857974667102 6923098.66971774585545063, 824370.45730746584013104 6923320.33432804048061371, 824410.68264617491513491 6923620.97519553080201149, 824081.09613476530648768 6923718.04776709619909525, 823956.55176908802241087 6923716.43194426596164703, 823842.90593653835821897 6923976.11247668508440256, 823722.56565884780138731 6924034.14911969285458326, 823711.65976557007525116 6924538.95177527144551277, 823754.45035071508027613 6925069.98745355475693941, 823284.20700010203290731 6926581.88502853270620108, 822476.28809603420086205 6927978.96474925521761179, 822199.77678515994921327 6928398.35635009501129389, 821676.18389128614217043 6929629.23326057568192482, 821769.98059311578981578 6929907.57072295714169741, 821909.10128336539492011 6930123.14208751544356346, 821816.42671072320081294 6930294.35655416175723076, 821868.54905750171747059 6930400.50827072001993656, 821480.32172320771496743 6930698.81837352551519871, 821659.20931491942610592 6930967.29014482162892818, 821969.18869263841770589 6930907.20437728520482779, 822484.84296359191648662 6930829.31283214874565601, 823162.99584696057718247 6930805.57693949248641729, 823648.78029693011194468 6930574.17712794058024883, 823748.21621332317590714 6930653.35426479671150446, 823947.39859509526286274 6930470.47169223893433809, 824290.23977458535227925 6930044.4748990461230278, 824670.0599132920615375 6930061.05914410203695297, 825110.72486258181743324 6929732.17802075203508139, 825706.60847714939154685 6928932.96134446561336517, 826366.91324139339849353 6928093.42888553999364376, 825414.36468230711761862 6927129.80671765562146902, 824878.57641337043605745 6925869.31996266543865204, 826097.85125796194188297 6925281.85218222346156836, 828014.95474596950225532 6924837.2448996165767312, 830992.60512628545984626 6926376.2921193353831768, 831093.79661417740862817 6926100.00756502989679575));NRO_08_004_089;400;NRO_08_004
Polygon ((822512.80876011110376567 6923924.62892588507384062, 822818.77034684352111071 6924411.96089194249361753, 823370.810978849302046 6924543.08734292909502983, 823700.80070730450097471 6924545.04684189800173044, 823697.70401486963964999 6924175.38237061630934477, 823723.58211147773545235 6923797.48373961262404919, 823643.44114223495125771 6923747.15696954820305109, 823247.93295721721369773 6923665.00584132969379425, 823097.43394306942354888 6923589.61041398998349905, 823052.19953002117108554 6923632.8197048706933856, 822994.18544845283031464 6923652.19203652907162905, 822512.80876011110376567 6923924.62892588507384062));NRO_08_004_032;589;NRO_08_004
Polygon ((823721.16181762365158647 6923995.13061820343136787, 823785.13412212673574686 6924007.55631113611161709, 823869.0460844833869487 6923917.331437848508358, 823952.08736006577964872 6923696.75738365668803453, 824074.90273855871055275 6923720.03195949271321297, 824408.09065989148803055 6923610.91187725681811571, 824357.51588391023688018 6923321.15813934709876776, 823728.61844837933313102 6922862.75571118667721748, 823612.20529742003418505 6922918.42293272446841002, 823565.58889983198605478 6922991.06083798594772816, 823550.87008308782242239 6923074.32713253702968359, 823530.65084174845833331 6923138.69541080109775066, 823534.75522473559249192 6923188.12279527261853218, 823480.17733126797247678 6923270.5275436919182539, 823493.06836903432849795 6923323.45675348956137896, 823493.7648763774195686 6923411.10047974623739719, 823460.06554044678341597 6923432.8338099978864193, 823463.07449493929743767 6923464.56232350878417492, 823519.42985085537657142 6923470.93096383474767208, 823533.77987347391899675 6923490.38560440111905336, 823530.44302692427299917 6923525.29070147033780813, 823523.07465987547766417 6923575.94024155102670193, 823491.57104569196235389 6923615.76050529722124338, 823481.0930054682539776 6923707.94521395210176706, 823642.85387834534049034 6923740.14917972218245268, 823731.38755509280599654 6923795.07510032597929239, 823721.16181762365158647 6923995.13061820343136787));NRO_08_004_145;652;NRO_08_004
Polygon ((822759.0596725579816848 6922554.14134176168590784, 823200.01260561286471784 6922793.74459600541740656, 823155.75744190323166549 6922859.81001949124038219, 823141.4025411291513592 6922909.21104822307825089, 823198.26717430248390883 6922960.87821520678699017, 823298.71511609433218837 6923012.00992639549076557, 823339.24246937618590891 6923067.74478771630674601, 823348.79939236864447594 6923155.58292395155876875, 823282.80836405442096293 6923270.88184495456516743, 823330.67030339920893312 6923337.44946711324155331, 823353.45757888664957136 6923342.35805474873632193, 823461.19405718555208296 6923346.15021979250013828, 823491.71756306278984994 6923343.30991600546985865, 823491.32430506031960249 6923327.28518167324364185, 823475.52823569590691477 6923272.08427247684448957, 823530.55443418654613197 6923186.00717176496982574, 823526.04127809358760715 6923138.41197861358523369, 823545.4826364885084331 6923075.86795189790427685, 823554.6015366108622402 6922995.4266671659424901, 823605.86911114654503763 6922912.57894706260412931, 823736.4034602832980454 6922852.79765922669321299, 823777.15468463872093707 6922880.92570517025887966, 824003.41617373016197234 6922253.91530912276357412, 823225.24928304902277887 6921756.9075912619009614, 822759.0596725579816848 6922554.14134176168590784));NRO_08_004_228;453;NRO_08_004
Polygon ((822687.60291025438345969 6923477.18242225516587496, 822990.00849898182787001 6923648.97297886852174997, 823047.61404811078682542 6923631.43267288245260715, 823097.30868890858255327 6923586.84642872679978609, 823248.5696132875746116 6923661.1537629310041666, 823476.82916194095741957 6923708.7737757982686162, 823490.28332922153640538 6923615.54867653176188469, 823521.04089689638931304 6923576.0805024728178978, 823528.4132111108629033 6923525.24695789534598589, 823531.91474788228515536 6923491.26585944555699825, 823519.17791467579081655 6923474.05507571808993816, 823461.55861769651528448 6923466.37058143317699432, 823457.69040691922418773 6923431.67810371983796358, 823491.76673341239802539 6923409.58469176571816206, 823491.86642014747485518 6923344.9699750579893589, 823461.52745742246042937 6923347.81425154488533735, 823355.0669132131151855 6923344.78591515868902206, 823328.20405005745124072 6923340.5260145291686058, 823278.71293633675668389 6923272.45063830725848675, 823292.62491487921215594 6923243.66249354276806116, 823176.85108721756841987 6923201.40837753377854824, 823122.56855874322354794 6923287.5043795770034194, 823036.96846207836642861 6923275.90935250464826822, 823008.67905856622382998 6923277.87957440782338381, 822984.9478222104953602 6923282.52507012244313955, 822967.63492752762977034 6923332.22753402683883905, 822901.9806944791926071 6923397.82944619376212358, 822744.6037048501893878 6923367.2116656107828021, 822687.60291025438345969 6923477.18242225516587496));NRO_08_004_262;392;NRO_08_004
Polygon ((822678.46697239170316607 6923472.75283252540975809, 822741.2118245679885149 6923361.8003390459343791, 822900.76392336515709758 6923394.30560589209198952, 822965.27149883180391043 6923330.51998540665954351, 822981.1396672201808542 6923279.31373682525008917, 823007.09325191285461187 6923274.34771758876740932, 823035.97577794990502298 6923270.54925260599702597, 823120.24072619469370693 6923284.14065269567072392, 823171.56271430780179799 6923198.3491629222407937, 823294.3649113051360473 6923240.01796435005962849, 823346.02732370398007333 6923155.70737680792808533, 823334.97817460959777236 6923068.57355672586709261, 823295.15730460279155523 6923014.32676953449845314, 823196.52320403861813247 6922964.70697177387773991, 823137.13816073990892619 6922910.03998901601880789, 823150.81807361950632185 6922857.67870328761637211, 823192.79529458144679666 6922794.51005743071436882, 822734.25833038554992527 6922548.27088747918605804, 822688.60798745974898338 6922627.93733804579824209, 822671.01334156363736838 6922932.44956099428236485, 822633.72361956210806966 6923061.62957798317074776, 822589.74777584488037974 6923132.30441616382449865, 822560.66351117892190814 6923162.79536688886582851, 822546.55625965364743024 6923252.70166345126926899, 822476.72683163289912045 6923375.65700163133442402, 822678.46697239170316607 6923472.75283252540975809));NRO_08_004_031;335;NRO_08_004
Polygon ((838135.48784557625185698 6932772.16377067100256681, 837349.70810995972715318 6932434.4039324251934886, 837274.04342153551988304 6932710.37168069928884506, 837016.93913267971947789 6932474.18347451277077198, 836854.40618654829449952 6932543.54545620828866959, 836873.53206385707017034 6932315.28939930070191622, 836692.68051462399307638 6932424.25490257795900106, 836626.03285188367590308 6932145.95118659269064665, 836461.90458744135685265 6932201.4190825130790472, 836184.80282259942032397 6931941.49839245434850454, 836217.35681651125196368 6931753.89162017591297626, 835861.23586985003203154 6931650.70315390639007092, 835271.25981642724946141 6931180.56845359038561583, 835159.25880413083359599 6931243.0575349098071456, 834940.33406197873409837 6931077.4437941312789917, 834897.60424556187354028 6930777.44938564114272594, 834845.75251001608557999 6930678.40777614805847406, 834634.41143844439648092 6930892.07344544492661953, 834293.42903308081440628 6930904.92970292642712593, 834242.06751372152939439 6930632.11898684222251177, 831412.98636124574113637 6930638.45137142110615969, 831030.26306971593294293 6928673.89926169998943806, 830986.98326836037449539 6928672.92892700061202049, 830891.72876405296847224 6928878.26023020874708891, 830453.77373574720695615 6928991.96453690994530916, 830130.33174798672553152 6929508.36013593710958958, 829573.92183147312607616 6929741.03814041242003441, 829297.19056052004452795 6929724.15073522739112377, 829043.05592076946049929 6929549.46315569803118706, 828824.60877176397480071 6929735.27038436383008957, 828847.9426809586584568 6931496.75574938300997019, 830935.02554705366492271 6935880.98539465945214033, 833297.93114460667129606 6936687.98039979673922062, 836183.08909798716194928 6935206.6510845860466361, 837452.4011238724924624 6935943.3501043226569891, 837628.19343798002228141 6935714.3375881714746356, 838010.87911415635608137 6935705.97364569641649723, 837957.2117396502289921 6935521.68482233863323927, 838008.78187235514633358 6935313.54638453386723995, 838338.7703383433399722 6934867.90642800461500883, 837647.73720460792537779 6933468.5103178359568119, 838135.48784557625185698 6932772.16377067100256681));NRO_08_005_158;339;NRO_08_005
Polygon ((830926.23469852865673602 6935892.1585582010447979, 830796.70032403105869889 6935614.50479378551244736, 829254.15329234465025365 6936961.47182775381952524, 828084.20517806534189731 6938403.33670862950384617, 827463.90576684544794261 6939092.96415917575359344, 827542.92347599216736853 6940350.22152174543589354, 829445.64818311342969537 6942218.17601341474801302, 830122.91419424302875996 6942260.64777267351746559, 830112.22212634549941868 6941901.58440222777426243, 830424.55948550114408135 6941795.30606731493026018, 831209.28518529632128775 6941954.43406362924724817, 831474.7459654959384352 6942175.68911609798669815, 831661.87678556109312922 6941931.43347643967717886, 831761.31304272962734103 6941848.95379707217216492, 832109.37703191535547376 6942259.49183731526136398, 832196.56262304307892919 6942176.87261465005576611, 832384.87648356228601187 6942407.77606997545808554, 832307.2098220445914194 6942625.69258693140000105, 832472.27311384002678096 6942596.81521801184862852, 832584.36193946970161051 6942713.97718863654881716, 832537.50204780825879425 6942840.60994153749197721, 832676.90829287143424153 6942872.30441668629646301, 832863.36224893422331661 6943039.97955705784261227, 833199.77032979088835418 6943159.68582266941666603, 833388.65679923736024648 6943134.19009295292198658, 833789.96017260709777474 6942880.11314067058265209, 834021.28072381194215268 6942668.53753946907818317, 834273.22032284364104271 6942592.74254454672336578, 834347.55869497428648174 6942440.52840912528336048, 834511.48484959499910474 6942434.84692148212343454, 834593.47408063476905227 6942615.9595161322504282, 835102.38550532795488834 6942470.77337013930082321, 835843.56035843607969582 6941857.04241822939366102, 836252.32579967193305492 6941323.15300334244966507, 836160.63773439964279532 6941002.54287410713732243, 836384.68992599297780544 6940798.14593056309968233, 836738.66753886174410582 6940697.55236957781016827, 836902.60350571619346738 6940787.10537940077483654, 836990.05758231319487095 6940956.6849028654396534, 837117.06135317729786038 6941107.15358256548643112, 837315.29406800447031856 6941191.13820757903158665, 837676.88894362701103091 6941337.38278126437216997, 837769.29814237612299621 6940963.14647371508181095, 837640.58537508919835091 6940735.13843743223696947, 837411.53190630103927106 6940615.81517508998513222, 837434.48026798653881997 6940258.40828629303723574, 837607.14120557613205165 6939999.07313632406294346, 837770.07562727062031627 6940219.17390724644064903, 837923.03174542845226824 6940213.64860757626593113, 838329.23669013509061188 6939703.94272667821496725, 838288.82760719012003392 6939677.96230058558285236, 838609.63790728233288974 6939395.59139794670045376, 838080.38784364995080978 6938276.78277831431478262, 838234.88503788830712438 6936814.09408696182072163, 837982.67606362910009921 6936417.70482612308114767, 837430.76210340554825962 6936012.41398117132484913, 837423.74207913351710886 6935941.34281052649021149, 836172.45594245276879519 6935224.69365398865193129, 833306.56427489616908133 6936701.06564251240342855, 830926.23469852865673602 6935892.1585582010447979));NRO_08_005_060;366;NRO_08_005
Polygon ((828659.42330613790545613 6936293.56805642135441303, 829115.71371197397820652 6936418.56139190960675478, 829558.43679457169491798 6936659.26433209236711264, 830781.83331074775196612 6935595.091541588306427, 829334.10220934764947742 6932511.19287170562893152, 828844.36794785084202886 6931509.45959274098277092, 827473.30285313841886818 6930751.04194816574454308, 827085.4708262684289366 6930714.83529673423618078, 826014.37346537655685097 6930033.96978677716106176, 825126.88878293358720839 6929741.54803452454507351, 824696.07061320659704506 6930061.56663737073540688, 824303.24198814888950437 6930039.41695462539792061, 823998.21758793399203569 6930466.53198891505599022, 824047.91995955689344555 6930564.22533186804503202, 824028.18622291868086904 6930664.91470915358513594, 824273.80297211615834385 6930936.72686177305877209, 824159.36598749726545066 6931101.38151138089597225, 824266.03040970768779516 6931250.12356084026396275, 824019.99203406332526356 6931410.26008153241127729, 824105.66397603938821703 6931548.82557950541377068, 824030.07576351996976882 6931767.49202821217477322, 823665.79930942133069038 6932013.80715720914304256, 823673.17583406681660563 6932224.18586621433496475, 824113.73597560147754848 6932562.91203230060636997, 824966.02777071250602603 6932708.32223822735249996, 825202.13619167031720281 6932826.33608537167310715, 825327.80232738691847771 6932972.54579624347388744, 825382.4190726256929338 6933160.02971838787198067, 824769.88026002596598119 6934193.61425489746034145, 824743.14126836170908064 6934138.67818423081189394, 824227.04179696401115507 6934581.23654610570520163, 824065.93659638671670109 6934404.0455438494682312, 823558.71852588502224535 6934826.01878034882247448, 823469.4108514137333259 6934791.88844437897205353, 823283.70165207586251199 6935036.36706064641475677, 823098.85865039401687682 6935192.60381978750228882, 823126.41587575140874833 6935287.21396150160580873, 822758.86061523447278887 6935639.57629059068858624, 823351.81135761411860585 6936651.71097396966069937, 823585.38283728901296854 6936636.25246473774313927, 823741.37566074833739549 6936793.51581644266843796, 823739.38189228344708681 6937243.96394942235201597, 823836.69119122286792845 6937467.60889631137251854, 823981.55727393121924251 6937541.51069536712020636, 825395.74941945401951671 6936748.71435619983822107, 825815.83707109070383012 6936927.6221949877217412, 827034.77216835832223296 6936472.73291140049695969, 827365.94871387048624456 6936521.93641636800020933, 827815.31715997844003141 6936393.83252792339771986, 828007.81518193299416453 6936352.5838057491928339, 828344.63092119514476508 6936316.04739805683493614, 828659.42330613790545613 6936293.56805642135441303));NRO_08_005_128;423;NRO_08_005
Polygon ((827370.77670350135304034 6936536.73830701876431704, 827022.67466197721660137 6936485.28045447636395693, 825810.19416728895157576 6936940.43489397503435612, 825407.57264145056251436 6936755.27130993735045195, 823959.55511316284537315 6937557.603474335744977, 824181.26701799617148936 6938041.21204543951898813, 824587.20560702576767653 6937980.84234394319355488, 824725.0160915635060519 6938132.97023675125092268, 824927.43543462955858558 6938918.00756744667887688, 824315.9048304429743439 6938973.36080809123814106, 823748.86901434301398695 6938807.39175722561776638, 823363.52315537829417735 6939079.21955898683518171, 822962.25446780130732805 6939038.83058617264032364, 822067.77537006000056863 6939194.86610775627195835, 821751.76297556911595166 6939973.77529962453991175, 822110.09199016285128891 6940832.99906641524285078, 822326.0459092971868813 6941309.7232309365645051, 822593.21501644374802709 6941289.65019257646054029, 823868.38978850061539561 6941587.87210987135767937, 824277.29021753836423159 6941346.45945889223366976, 824368.13645045203156769 6941490.55541094392538071, 824606.19865863595623523 6941290.02201499044895172, 825051.89038660295773298 6941621.80173955578356981, 825269.56162950396537781 6941939.02771622408181429, 824952.7344838302815333 6942270.99249675683677197, 824959.47900155489332974 6942624.54868637397885323, 825179.64486930496059358 6942770.43650160077959299, 825187.49337762489449233 6942380.07143298722803593, 825305.33934966614469886 6942171.42022352106869221, 825534.2577655763598159 6942391.04899459984153509, 826383.24182118009775877 6942194.95192013494670391, 826884.22407349082641304 6941983.38796325400471687, 826883.00362645834684372 6941810.74157465063035488, 827174.09490713709965348 6941757.84436519350856543, 827425.85825108201242983 6941978.84732423722743988, 828007.68830109515693039 6941947.54388572461903095, 828237.71185826207511127 6942331.14278258476406336, 828172.87002742232289165 6942567.45647976733744144, 828365.29211206617765129 6942663.04024446755647659, 828695.16712886863388121 6942533.49336996302008629, 828922.03918358159717172 6942269.10834980290383101, 829459.34077362192329019 6942241.74940373282879591, 828272.27802052022889256 6941060.28093073237687349, 827528.35169879533350468 6940371.63076573703438044, 827447.96893623529467732 6939089.20006643887609243, 828055.32238190993666649 6938409.46340447291731834, 829237.37219627224840224 6936949.27016680128872395, 829544.07184115319978446 6936679.96460582688450813, 829110.60217052733059973 6936429.17211697157472372, 828668.42745897290296853 6936301.64754010085016489, 828179.83072145248297602 6936337.70039607863873243, 828008.10122958431020379 6936356.26392980199307203, 827821.50319325877353549 6936397.27710027992725372, 827625.75097655737772584 6936452.41890098806470633, 827370.77670350135304034 6936536.73830701876431704));NRO_08_005_224;456;NRO_08_005
