wkt_geom;CODE SRO;PRISES;ZONE NRO
Polygon ((855883.78485999011900276 6948578.61232926324009895, 858200.84873839770443738 6948956.91830544639378786, 858321.62973123660776764 6948977.13448052760213614, 858358.73761415120679885 6948964.96416695229709148, 858412.6173353154445067 6948984.42615146562457085, 858851.72428501246031374 6949087.56460856180638075, 860688.31075979513116181 6949050.98551058862358332, 862533.14764240267686546 6950009.34263881761580706, 863479.27754041005391628 6950487.34675634000450373, 864647.44903653452638537 6948983.51262458879500628, 864597.79228462721221149 6948857.84880928881466389, 864241.91534894413780421 6948567.40508426260203123, 864341.82873417425435036 6948374.61428144015371799, 864216.73537620168644935 6948210.30833585560321808, 864053.63962620473466814 6948145.62320126127451658, 863623.53550229489337653 6948543.45752288028597832, 863045.94302367942873389 6948293.82214350439608097, 863135.0999417930142954 6948197.00635650474578142, 862791.69256150955334306 6948054.54247917048633099, 862468.98862585728056729 6947695.37951135076582432, 862532.87253650045022368 6947619.01434045843780041, 862458.78086843469645828 6947447.90348491445183754, 862233.00946853088680655 6947195.2371110413223505, 862011.86296234559267759 6947060.86232523806393147, 862008.19745317101478577 6946900.76769721508026123, 862206.69380586058832705 6946922.03001721296459436, 862262.08578706393018365 6946688.76173409726470709, 862369.9655937822535634 6946723.56918334867805243, 862481.81786102626938373 6946509.24100173451006413, 862341.22652696876320988 6946561.70622492488473654, 862257.1420497908256948 6946470.56314047425985336, 862361.12161722674500197 6946359.16261689830571413, 862245.9407765930518508 6946161.77889814134687185, 862314.65767603111453354 6945963.66782508511096239, 862496.66002111090347171 6945751.67159298062324524, 862140.66380888677667826 6945637.4337485171854496, 861970.53207899932749569 6945628.02794333919882774, 861808.50170098175294697 6945576.99203384295105934, 861875.4977452983148396 6945414.26223938912153244, 861764.2246164174284786 6945350.06297104433178902, 861828.26297067268751562 6945122.88449168298393488, 861611.4758050600066781 6945046.65768425818532705, 861504.47607240709476173 6944968.3132187956944108, 861461.69414685235824436 6945044.8933597020804882, 861309.66300375771243125 6944902.88126716576516628, 861231.44724230526480824 6944937.85308459307998419, 861032.28838818077929318 6944752.04253687243908644, 860733.70713678991887718 6944850.54534026235342026, 860526.03703759808558971 6944320.83322894759476185, 860304.17058866075240076 6944251.9722620127722621, 860098.28074810968246311 6944140.95328656863421202, 860028.01999982888810337 6943988.27166661899536848, 859707.51611201895866543 6943989.35554708540439606, 859409.53676950081717223 6943470.9187505692243576, 859264.39387975761201233 6943205.91995085496455431, 859020.96242847049143165 6943044.65939794108271599, 858569.88142517581582069 6943361.53430899232625961, 857975.24237757176160812 6943314.20983326435089111, 857581.69775122578721493 6943055.93015636131167412, 857240.92584441928192973 6942813.106975968927145, 856832.02970269217621535 6942550.96324561629444361, 856721.12495550932362676 6942615.8055909862741828, 856519.09549559210427105 6942462.76480764336884022, 856546.06903274194337428 6942698.54662693105638027, 856291.74297200725413859 6942976.65126057527959347, 856431.44465789885725826 6943013.99186744820326567, 856213.71607679966837168 6943527.42454816121608019, 855960.67297526285983622 6943669.82917125802487135, 855859.32332692400086671 6943987.68707500211894512, 855779.2601095496211201 6944035.50000345893204212, 856565.87187989347148687 6944984.49802888184785843, 856549.70909163588657975 6945200.05624106992036104, 856046.49129751371219754 6945421.79910564329475164, 855081 6946741.76364993862807751, 855296.42855416284874082 6946964.57168755680322647, 855021.70102388830855489 6947119.48997085727751255, 855131.74596098973415792 6947502.524344177916646, 854922.24027394852600992 6948055.23143709730356932, 855111.17376938695088029 6948459.35557224042713642, 855453.81783064303454012 6948523.38340422604233027, 855610.7518576126312837 6948719.27218401152640581, 855883.78485999011900276 6948578.61232926324009895));NRO_08_010_173;483;NRO_08_010
Polygon ((857900.26182678190525621 6949862.18661493435502052, 857360.47650608152616769 6950366.84002370107918978, 857288.16827112133614719 6950567.79205602593719959, 857967.77475867816247046 6951334.98770525399595499, 860586.48311370192095637 6951619.05597158893942833, 862908.77438045956660062 6951280.95061987079679966, 863495.24819047260098159 6950505.02385838981717825, 862511.31649626896250993 6950022.51509971916675568, 860695.47964497841894627 6949070.62075815536081791, 858848.95863099163398147 6949094.45414255373179913, 858412.14821188861969858 6948988.07976983953267336, 858358.97286128555424511 6948969.73734148219227791, 858322.27308593690395355 6948980.45230768155306578, 858199.26733296643942595 6948960.90778159815818071, 858123.26023879030253738 6948943.76794911455363035, 857675.91027290758211166 6949138.18542798236012459, 857602.92395856871735305 6949331.22458308469504118, 857772.23305335524491966 6949537.55148215405642986, 857802.0144355105003342 6949604.00081965886056423, 857900.26182678190525621 6949862.18661493435502052));NRO_08_010_167;545;NRO_08_010
Polygon ((858098.88816796476021409 6948941.94443466514348984, 855883.19582397816702724 6948582.23760041128844023, 855858.95447362354025245 6948593.57823032047599554, 855843.3909349701134488 6948743.1710282564163208, 855860.67660581204108894 6948898.27623724471777678, 855489.99429971491917968 6949023.86542288493365049, 855294.40981458174064755 6949259.63278085459023714, 856617.15115250437520444 6949788.02464339695870876, 856606.26602644915692508 6949970.2930597560480237, 856654.11365516693331301 6950021.82986524328589439, 856682.18882602883968502 6950057.0603075297549367, 856706.24319309880957007 6950118.20791121851652861, 856777.10035414528101683 6950175.14214091934263706, 856818.27769794058986008 6950188.37099507264792919, 856998.37078305403701961 6950296.69907314516603947, 856990.40589513315353543 6950399.12012721784412861, 857103.89907091110944748 6950496.08518937509506941, 857275.53768233221489936 6950563.86282248236238956, 857357.71822613629046828 6950356.4530312605202198, 857896.92515376792289317 6949854.45801033917814493, 857800.02557533176150173 6949609.44515259750187397, 857769.60059929033741355 6949539.67845529317855835, 857597.76017919415608048 6949331.81524434871971607, 857673.07193617918528616 6949130.02341139502823353, 858098.88816796476021409 6948941.94443466514348984));NRO_08_010_202;530;NRO_08_010
Polygon ((856786.57894514710642397 6950472.3267715759575367, 856859.16565277043264359 6950586.48943403456360102, 856909.91243541100993752 6950692.71918107476085424, 856985.38817870942875743 6950935.16107713896781206, 856559.60965309478342533 6951123.78399077709764242, 856673.00390289095230401 6951778.38141549844294786, 857362.38416341319680214 6953743.81742795743048191, 858155.46650262095499784 6954820.77567166369408369, 859655.85093740606680512 6955390.03685049246996641, 861956.57607363630086184 6956054.62918141297996044, 861934.69587698695249856 6956362.31325900182127953, 862117.28220951347611845 6956420.21800363063812256, 862332.91517563059460372 6956576.95295835938304663, 862459.00960064714308828 6956687.7378008496016264, 862546.24407841311767697 6956881.01922437734901905, 862741.59735553478822112 6957110.46519266534596682, 862800.97442964545916766 6957196.06516655441373587, 862833.66058842453639954 6957324.33095235750079155, 863357.13141064939554781 6957421.56489457096904516, 863540.07751337380614132 6957581.33529773913323879, 863682.18043774832040071 6957628.9546805489808321, 863899.76054150459822267 6957504.6625311803072691, 864102.92506519611924887 6957293.9664486451074481, 864433.20803281990811229 6957011.10314808692783117, 864723.91380473005119711 6956738.12771601509302855, 864696.61885370069649071 6956465.19300497137010098, 864901.56159973167814314 6956472.80105949286371469, 864923.63321514625567943 6956268.63861884642392397, 865112.1922999972011894 6956018.99315827898681164, 865324.35099315317347646 6955995.42218029778450727, 865553.00276560010388494 6955710.48942232597619295, 865693.27210197690874338 6955481.5060518654063344, 865899.92107546329498291 6955406.59831678494811058, 866061.32206659624353051 6955281.16293358337134123, 865812.39951671147719026 6955167.45545413251966238, 863265.06616565526928753 6953994.95067923795431852, 860402.71882342069875449 6952864.19017399568110704, 860587.07952087558805943 6951640.99336041044443846, 857981.52969966072123498 6951339.53418456949293613, 857274.89773257926572114 6950573.74227741826325655, 857100.2401616177521646 6950508.81413048133254051, 856976.7039275960996747 6950402.77536339778453112, 856786.57894514710642397 6950472.3267715759575367));NRO_08_010_203;430;NRO_08_010
Polygon ((856001.41715257719624788 6950437.36402315087616444, 856154.01713154790922999 6950200.94463305454701185, 856370.31300120102241635 6950330.03787551447749138, 856440.9525936363497749 6950354.7017787704244256, 856560.04050752427428961 6950435.68080143909901381, 856736.58300335088279098 6950579.45478853583335876, 856819.11372545128688216 6950545.80011447798460722, 856780.74204904935322702 6950470.70011265855282545, 856971.26456976332701743 6950400.05972282961010933, 856984.64960698527283967 6950394.56290519423782825, 856995.35147643368691206 6950299.54859231598675251, 856816.69758592359721661 6950192.35996292252093554, 856776.2851469514425844 6950178.05239947699010372, 856704.36622331570833921 6950119.62270227167755365, 856680.42007218254730105 6950061.2275153286755085, 856652.03287702286615968 6950023.9722858564928174, 856601.35970882978290319 6949974.92412751261144876, 856609.36607224703766406 6949790.37720446661114693, 856338.77547527174465358 6949683.23895826749503613, 855290.27410519402474165 6949262.80201304703950882, 855185.71806795126758516 6949385.21002446860074997, 854812.18908442452084273 6949172.61786298640072346, 854450.13030222745146602 6949744.56892105005681515, 854915.37866694643162191 6950115.70655684545636177, 854933.87023490259889513 6950900.77001474145799875, 855406.98804587847553194 6950692.33291063737124205, 856001.41715257719624788 6950437.36402315087616444));NRO_08_010_204;628;NRO_08_010
Polygon ((856001.004948575864546 6950446.02672747895121574, 856157.96269492676947266 6950594.01152205839753151, 856219.14241811609826982 6950641.87204653397202492, 856271.45775303849950433 6950718.08072631526738405, 856518.39635410020127892 6950935.24420316983014345, 856458.87998293514829129 6951041.37126522324979305, 856557.3853474366478622 6951121.77686825674027205, 856978.03573018056340516 6950928.81399811618030071, 856907.63806825666688383 6950695.22247570008039474, 856855.05469270097091794 6950588.94230026938021183, 856827.55196398822590709 6950546.39862744975835085, 856735.26973624585662037 6950587.1163915004581213, 856560.63443386007566005 6950440.82900919485837221, 856440.09740652306936681 6950359.07716582715511322, 856367.25387736083939672 6950334.35288439504802227, 856153.73641640588175505 6950211.20114337559789419, 856001.004948575864546 6950446.02672747895121574));NRO_08_010_166;502;NRO_08_010
Polygon ((851368.75041322608012706 6951374.11302450578659773, 851036.29365164088085294 6951137.4932642076164484, 850765.49239405116531998 6951387.04670427460223436, 851005.70074026833754033 6951725.2957571716979146, 851349.25428773101884872 6951832.29018463473767042, 851355.9259696927620098 6951882.16954056173563004, 851682.52638784470036626 6952020.04266970977187157, 851617.59665161394514143 6952192.52269813325256109, 851745.58481947425752878 6952213.4224682142958045, 851664.71111182635650039 6952454.81882363278418779, 852001.89285196003038436 6952881.54430422186851501, 851932.61340115033090115 6953055.84489861316978931, 851919.51991460612043738 6953428.04608082864433527, 852194.61271722870878875 6953469.1762269577011466, 852289.89125773380510509 6953289.71624087356030941, 852423.51765302242711186 6953584.00281152874231339, 852504.19299221958499402 6953557.74631761107593775, 853040.86406405176967382 6954454.14955224003642797, 853142.65158046106807888 6954445.52189874555915594, 854096.5068392688408494 6953644.94781866669654846, 854614.68578187457751483 6953758.34554209001362324, 855483.19132462446577847 6954437.45048546139150858, 855650.22630960331298411 6954989.39861019887030125, 856135.25838534266222268 6955130.03217425663024187, 855939.36129667423665524 6953143.5913852620869875, 855866.53268938441760838 6952544.58977493178099394, 856038.76382328313775361 6951820.405149195343256, 856567.64146823552437127 6951779.19359749462455511, 856664.46683311741799116 6951779.16305518802255392, 856555.43837957188952714 6951125.75516828801482916, 856452.24874882597941905 6951041.92244686651974916, 856511.31730875221546739 6950938.71531063877046108, 856269.1836826151702553 6950720.58425628952682018, 856218.33758724632207304 6950644.41586272977292538, 856156.43328220187686384 6950596.16898033395409584, 855996.11956508050207049 6950449.92533048987388611, 855128.06685495155397803 6950820.66206237208098173, 854809.91111448162700981 6950992.77144438773393631, 854548.0533965554786846 6950770.67670521233230829, 854638.9790137562667951 6951099.08734503295272589, 854467.84199656406417489 6951126.10708984453231096, 854302.6905055521056056 6950877.2592328879982233, 854226.67830519727431238 6951048.20476457942277193, 853871.50610746908932924 6950788.64036635030061007, 853573.22558683110401034 6950970.70574201084673405, 853275.02025015256367624 6950869.31006415840238333, 853043.94556965422816575 6950955.33816470112651587, 852879.22759354359004647 6950906.50268181227147579, 853043.56415948190260679 6951419.13059492409229279, 852545.30214845261070877 6951307.08115184400230646, 852227.89479769102763385 6951425.78491523861885071, 851984.25833320058882236 6951221.30602425336837769, 851790.2376702674664557 6951229.02002794202417135, 851368.75041322608012706 6951374.11302450578659773));NRO_08_010_284;315;NRO_08_010
Polygon ((812844.82535834854934365 6911554.56721940729767084, 812569.48982569633517414 6911333.15505938790738583, 812616.69266326993238181 6911250.88013389799743891, 812282.13358429854270071 6910941.07508349232375622, 812280.34169212984852493 6910822.0238073393702507, 811633.19648980605416 6910509.46544773317873478, 811467.75485464907251298 6910582.40126159600913525, 810291.32562454789876938 6910196.7639950904995203, 810325.21805872931145132 6910007.52524922136217356, 810038.89487204095348716 6909928.61424053553491831, 810008.41229818889405578 6910183.49316543340682983, 809757.28704721154645085 6910119.11699215322732925, 809633.27261312026530504 6910217.67773521412163973, 808869.71779735665768385 6910054.70988490339368582, 807991.22494957165326923 6910032.87341498676687479, 807881.12673507910221815 6909972.73810065723955631, 806898.51114210300147533 6909754.81781575549393892, 806186.47791991615667939 6909649.98398428410291672, 805332.96430439606774598 6909056.37202947121113539, 805079.59945553308352828 6909555.05454115942120552, 804768.78367033845279366 6909886.9477158896625042, 803530.71868871001061052 6909958.02267756965011358, 803088.07272287830710411 6910708.63647953886538744, 802522.80504391284193844 6910570.30809629987925291, 802408.89879085845313966 6911085.00117692723870277, 802252.5895109357079491 6911029.16005298122763634, 802115.80503959232009947 6911346.09615016542375088, 801601.24126781057566404 6911190.15403181966394186, 801241.17394400620833039 6911929.7283057002350688, 801013.99037765734829009 6911884.08895608223974705, 801122.33047346386592835 6912098.06288322806358337, 800425.15033923299051821 6913406.69741958286613226, 810238.13062146375887096 6916660.94012790825217962, 812844.82535834854934365 6911554.56721940729767084));NRO_08_015_095;364;NRO_08_015
Polygon ((809830.35823566955514252 6920874.88329614140093327, 809911.82693612645380199 6920589.74510573782026768, 810314.96659930050373077 6920704.29159814305603504, 810724.29036245844326913 6919940.7547836909070611, 811505.94330553663894534 6918853.68390086200088263, 811790.4423328343546018 6918864.62980015017092228, 811987.84805981698445976 6918989.72607659175992012, 812425.81045677070505917 6919131.93094639386981726, 812909.23185537161771208 6919165.6347405593842268, 812977.01607227663043886 6919017.7177746444940567, 813706.77228925854433328 6919218.37429563514888287, 814391.69103581341914833 6919438.34551055263727903, 814646.26254512148443609 6919585.15146917384117842, 814637.06379331042990088 6919399.00542555470019579, 814894.18710917141288519 6919345.18385980278253555, 814788.82366371504031122 6919060.26542525924742222, 815006.38411736662965268 6918839.54710267297923565, 815126.47433237195946276 6918866.18912792485207319, 815279.77672713506035507 6918681.00468172878026962, 815378.05222267820499837 6918496.37895136885344982, 815678.27219805121421814 6918401.22893948201090097, 815943.56101782084442675 6918447.29139655455946922, 816205.53188385523390025 6918245.68792458437383175, 816624.41964290651958436 6918203.12878799997270107, 816871.61421707971021533 6917792.75197786837816238, 817553.19327091576997191 6917434.61613827385008335, 817742.00883598998188972 6917052.81412298046052456, 817934.41913434315938503 6917027.01799550466239452, 817317.69877716631162912 6916156.61393035296350718, 817160.07354555721394718 6915404.71472448483109474, 817093.60500344971660525 6914334.0849088542163372, 817358.65474099013954401 6914109.72836986463516951, 817586.67905312601942569 6913743.75056761968880892, 817029.48589036287739873 6913545.91441252082586288, 817115.28709421353414655 6913091.95659041218459606, 816937.29512312973383814 6912739.44569947477430105, 817227.79049588704947382 6912579.44570349249988794, 817224.31641152442898601 6912226.21833754796534777, 817051.04726210294757038 6912182.8513724934309721, 817161.08029292873106897 6911830.48516400158405304, 816918.87357521464582533 6911768.75261958874762058, 816831.06287697574589401 6911602.82000132370740175, 817295.56517041323240846 6911641.66071694251149893, 816904.7127723132725805 6911381.85762308817356825, 816773.31304903246928006 6911498.92465278226882219, 816499.67720414814539254 6911212.97750223241746426, 816270.60328123660292476 6911333.26180936396121979, 815259.28627461625728756 6911263.19658797606825829, 815224.11469108890742064 6911569.96853935439139605, 814658.38188153994269669 6911908.69121504295617342, 814423.32386536640115082 6911607.26018119137734175, 814082.27307127323001623 6911835.07212674152106047, 812872.13185221515595913 6911595.02364293951541185, 810247.38970407843589783 6916692.54202585201710463, 805932.92445974261499941 6915233.22037746571004391, 804325.65386007772758603 6919964.59659480676054955, 805120.36691023432649672 6920050.36105039063841105, 805167.38102455786429346 6920677.80949093867093325, 805524.5366408844711259 6920642.4386006873100996, 805490.45593437866773456 6920405.81282670795917511, 805954.99492655321955681 6920592.28236590977758169, 806131.97618097101803869 6920296.63504420965909958, 806376.63304863939993083 6920392.08348997682332993, 807510.18142066174186766 6920077.88601582404226065, 808133.49279119947459549 6920211.53930072393268347, 808081.85062178818043321 6920459.90398716181516647, 808946.25859705999027938 6920650.70197948627173901, 809830.35823566955514252 6920874.88329614140093327));NRO_08_015_061;526;NRO_08_015
Polygon ((805892.36821622145362198 6915245.9728578832000494, 800433.50059456459712237 6913388.02250634506344795, 799881.88929614133667201 6914330.70114734210073948, 800141.46862866310402751 6914434.63016674388200045, 800039.84663725655991584 6914650.40346465725451708, 799116.41899138339795172 6914304.87532003223896027, 798522.05932575138285756 6913872.12877565994858742, 798189.68669209070503712 6913856.99914877861738205, 797900.46021152462344617 6913937.96505751460790634, 797977.42706026264932007 6913860.27957473509013653, 797761.1964656061027199 6913491.03337571024894714, 797581.75883899303153157 6913707.97521467041224241, 797644.67747252888511866 6914019.80183265451341867, 797860.4819000493735075 6914461.58792192488908768, 797757.41854991484433413 6914576.11466806568205357, 797300.50722978205885738 6914621.47524325549602509, 797183.59733262821100652 6914866.25901353918015957, 796736.7266268857056275 6915007.20056189503520727, 796715.57703764666803181 6914901.52954475581645966, 796482.43190719140693545 6915018.64675422757863998, 795586.83984479040373117 6915067.26359630562365055, 795079.1808147004339844 6914889.52524876780807972, 794273.21263697859831154 6916403.1372152678668499, 793594.05884343176148832 6917374.47153357323259115, 794430.29042198706883937 6918271.08766429591923952, 794340.12884318782016635 6918463.86001972388476133, 794913.58790266129653901 6919217.46325516048818827, 795831.31284191878512502 6919756.48053709417581558, 796752.37746464170049876 6919883.48895322531461716, 796890.8954835208132863 6919689.20811417885124683, 797688.5148942400701344 6920032.71187623217701912, 798038.39299457159359008 6919541.1072621401399374, 798577.31239494355395436 6919823.64663745742291212, 798918.61514819215517491 6919356.51051194313913584, 800142.75769173202570528 6919513.30668758880347013, 800249.73068764095660299 6919375.63841158058494329, 801733.11079261917620897 6919671.59974493086338043, 801609.57167420885525644 6919862.99710126034915447, 802495.00720639736391604 6920051.31708701606839895, 802503.72553629602771252 6919652.05905207246541977, 802767.9164551441790536 6919694.9344059843569994, 802728.60547431570012122 6919367.26734307967126369, 803003.64177914150059223 6919222.68340138997882605, 803035.4955147918080911 6919278.34364118054509163, 804088.76314773433841765 6919355.85907293483614922, 804147.26509641751181334 6919484.55472445953637362, 804155.16579060489311814 6919995.76772939506918192, 804298.33201591938268393 6919992.46222784742712975, 805892.36821622145362198 6915245.9728578832000494));NRO_08_015_144;351;NRO_08_015
Polygon ((810403.65734149143099785 6927277.27779871225357056, 810440.87127012142445892 6926920.00835799798369408, 810659.55376968625932932 6926841.32850229926407337, 810604.48736376047600061 6926674.56370765529572964, 810698.80004460911732167 6926530.31857442017644644, 811126.18683422135654837 6926626.96969297248870134, 811385.99415346642490476 6926087.69357573706656694, 811865.48377518355846405 6926240.60371491406112909, 811911.40893610054627061 6926218.69751370418816805, 811678.92726639728061855 6926095.70422918535768986, 811886.86837900895625353 6925600.84187109116464853, 811693.63748492754530162 6925496.57780533935874701, 811841.91915538115426898 6925343.93998570367693901, 811693.98728165111970156 6925138.72269893903285265, 811885.27851219195872545 6925024.1366810267791152, 811919.73268735397141427 6924785.33490518759936094, 812176.72809523984324187 6924773.52625765278935432, 812221.97312513785436749 6924673.51830918900668621, 812348.02260322449728847 6924647.78218683786690235, 812455.8801409910665825 6924467.25494137033820152, 812584.26915649836882949 6924503.82925456669181585, 812818.77185918542090803 6924149.78184028714895248, 812866.57517651643138379 6924169.35603310540318489, 813036.32524666818790138 6923881.64823039062321186, 812892.42381214944180101 6923332.7515543382614851, 813354.20213174063246697 6923403.54036309849470854, 813581.2410482702543959 6922965.64176972769200802, 814097.03966555278748274 6922811.18529295548796654, 814283.49894789676181972 6922373.76640662737190723, 814972.8200039166258648 6922521.52605147566646338, 814984.76726228091865778 6922461.41037472523748875, 813828.92040250869467854 6920807.4195701340213418, 814630.98582691978663206 6919579.55415416695177555, 814402.58240237378049642 6919447.29016857035458088, 812973.59789155924227089 6919036.63839075248688459, 812896.07876203744672239 6919171.71619988046586514, 812436.08957887778524309 6919152.11958508286625147, 811965.35028181073721498 6918989.11352641694247723, 811778.38732357765547931 6918881.13924241717904806, 811486.89714886399451643 6918865.0384746752679348, 810710.14482054254040122 6919978.47725886572152376, 810324.65723206894472241 6920714.47605278808623552, 809922.62980342609807849 6920600.30083879362791777, 809839.24082418635953218 6920882.93850511964410543, 808971.38590123248286545 6920661.41878278460353613, 808831.33496555068995804 6920634.72863912303000689, 808079.88716764375567436 6920462.88336626067757607, 808125.22082077956292778 6920212.84996026568114758, 807501.06619476492051035 6920084.24226027820259333, 806379.5366178541444242 6920398.15419865399599075, 806708.84694433584809303 6921643.60806591529399157, 807165.85020678746514022 6924199.83871735632419586, 806892.49524797825142741 6925892.57956631295382977, 806182.69112190906889737 6928848.2794049084186554, 807894.73793911980465055 6929398.88900463469326496, 808397.84758523618802428 6927671.62025340553373098, 809633.03446364542469382 6927588.21271924581378698, 810209.66945059120189399 6929288.5598310437053442, 810847.19303981715347618 6928097.03568526823073626, 810766.48056765086948872 6927932.5237733805552125, 810555.70378243050072342 6927889.92466815654188395, 810598.57844847242813557 6927653.53139329701662064, 810533.01414985698647797 6927588.86351348087191582, 810597.54073713882826269 6927465.66188866551965475, 810403.65734149143099785 6927277.27779871225357056));NRO_08_043_172;414;NRO_08_043
Polygon ((806704.25412066245917231 6921631.14105746801942587, 806364.67062041000463068 6920393.08221628982573748, 806158.66072656260803342 6920318.87323373835533857, 805981.53196201717946678 6920604.06386732775717974, 805505.28551949781831354 6920408.84227015264332294, 805558.42831843975000083 6920635.18581078201532364, 805148.61718578543514013 6920732.14171154797077179, 805096.7813494096044451 6920062.43046053312718868, 804324.34249553177505732 6919997.12760661076754332, 804132.02359006728511304 6920019.27594109531491995, 804133.56858948315493762 6919466.15378218796104193, 804074.74227932491339743 6919355.66113352030515671, 803031.27584795281291008 6919284.24847535043954849, 803000.52394910133443773 6919234.83357382286339998, 802748.21841716393828392 6919367.47259486652910709, 802777.68177930708043277 6919682.91804632171988487, 802514.37087788025382906 6919658.06463686842471361, 802518.37426872819196433 6920047.91533878725022078, 801599.27198308485094458 6919873.89383655693382025, 801475.84872985514812171 6920239.76508678589016199, 800936.16058883059304208 6921879.80666334461420774, 801753.66630215104669333 6921960.68614895083010197, 801625.89857298892457038 6922227.43460455257445574, 801490.10782695352099836 6922479.9999145045876503, 800652.66094502655323595 6922613.43140968587249517, 800543.82184696535114199 6922672.53954273462295532, 800435.31169862148817629 6922721.69485693145543337, 800476.04696038796100765 6922797.10895831976085901, 800514.78267129068262875 6922986.50027732644230127, 800729.77104946540202945 6924438.17418280243873596, 801273.23567911190912127 6928111.13139545451849699, 801344.39082047436386347 6928271.47266281396150589, 801459.90882000490091741 6928266.29271160718053579, 801449.70905561174731702 6928478.06394510716199875, 801558.69696752913296223 6928610.14964940492063761, 801748.37456216278951615 6928721.93465405981987715, 802076.42158265807665884 6928801.19269685540348291, 802048.80543942400254309 6928919.86969552375376225, 802560.9003169386414811 6929086.24128423631191254, 803056.00849956332240254 6929401.21489930991083384, 803327.69790288095828146 6928889.02064931951463223, 803627.60386654629837722 6928614.71231407672166824, 804077.67844562232494354 6928842.85344490874558687, 804644.37199331296142191 6929059.04775880090892315, 804866.24626130377873778 6928939.98853738605976105, 804970.89471087837591767 6928873.35767028667032719, 805195.47832246217876673 6928961.2928199777379632, 805155.23703490605112165 6929033.52441966254264116, 805395.66331092373002321 6929112.91292393580079079, 805622.89101971627678722 6929224.55233560130000114, 805891.56340719107538462 6929152.72955179587006569, 806066.36919129767920822 6929030.10956029966473579, 806169.06520921958144754 6928846.64004295133054256, 806892.83991555427201092 6925887.09375425800681114, 807138.57277217239607126 6924205.39568445738404989, 806704.25412066245917231 6921631.14105746801942587));NRO_08_043_283;326;NRO_08_043
Polygon ((801245.25365110207349062 6928086.36819828674197197, 800714.82670253270771354 6924410.07073484361171722, 800506.53111769736278802 6922988.648942562751472, 800472.05945645470637828 6922799.66011872608214617, 800428.13700900226831436 6922718.62045117933303118, 800670.16860989225097001 6922594.75857096258550882, 801483.32978224044200033 6922468.86201141215860844, 801730.00933691766113043 6921973.87100575771182775, 800894.1375540749868378 6921874.65167581383138895, 801598.29110862466040999 6919876.80150391813367605, 801715.80818037397693843 6919678.4870875021442771, 800254.9057176869828254 6919392.72993159480392933, 800130.74633940181229264 6919528.29321341216564178, 798925.46888796635903418 6919380.10485602449625731, 798571.16388024389743805 6919835.76454837527126074, 798041.28065737476572394 6919568.47667577862739563, 797711.60227264347486198 6920056.47024299763143063, 797303.89388227625750005 6919898.02735277079045773, 797185.79967396706342697 6920020.67298564221709967, 797131.46472344605717808 6920409.38882058393210173, 797671.63409653247799724 6920510.61551438551396132, 797519.88063990522641689 6920954.12259133066982031, 797839.02025507180951536 6921550.67626212537288666, 797964.37267872900702059 6921980.12714412156492472, 798153.72314179711975157 6922588.2086738608777523, 798340.41921366006135941 6922568.90204230137169361, 798485.09623660426586866 6923104.70617825910449028, 798394.02444689068943262 6923132.28822391387075186, 798616.41875732818152755 6923806.73620578180998564, 798419.99999999976716936 6923945.99999999906867743, 799278.51921029086224735 6924205.53625665605068207, 799035.09497713844757527 6924598.75970127806067467, 799147.84571786713786423 6924600.75922285672277212, 799170.22900023369584233 6924763.46274382621049881, 799068.36033467808738351 6924984.55651376210153103, 799172.60363550705369562 6925866.43664829898625612, 799341.69227432180196047 6925960.34420543070882559, 799466.28995507350191474 6926134.11713819205760956, 799770.14932145550847054 6926109.49465349223464727, 799964.95541813923045993 6926446.30361209530383348, 800100.56351204018574208 6926571.15874185971915722, 800109.52954255521763116 6926698.79354601074010134, 800200.53315685037523508 6927015.95788084343075752, 800373.16414014180190861 6927186.75563703011721373, 800489.2892481992021203 6927287.25159740727394819, 800456.28905315056908876 6927609.78286980465054512, 800526.86083392682485282 6927762.95749563537538052, 800692.66032616421580315 6927745.01185754779726267, 800596.42169803730212152 6927931.90152811538428068, 800743.39861504232976586 6928073.68837698455899954, 801245.25365110207349062 6928086.36819828674197197));NRO_08_043_164;484;NRO_08_043
